Samples	water	D-St6	D-St7	D-St8	D-St9
37.183	-1.1063	-0.68475	-0.70045	-1.2823	-0.68795
37.192	-1.106	-0.68615	-0.70365	-1.28255	-0.692
37.200	-1.10795	-0.68525	-0.703	-1.2848	-0.6919
37.208	-1.1085	-0.68795	-0.7041	-1.2843	-0.69315
37.217	-1.10975	-0.68905	-0.70655	-1.2855	-0.6925
37.225	-1.11015	-0.6922	-0.7069	-1.2873	-0.6928
37.233	-1.10955	-0.6965	-0.7089	-1.288	-0.69225
37.242	-1.111	-0.69645	-0.7093	-1.291	-0.69315
37.250	-1.11065	-0.69775	-0.7088	-1.28885	-0.6931
37.258	-1.1082	-0.7	-0.70945	-1.29	-0.69175
37.267	-1.1086	-0.70195	-0.7113	-1.29225	-0.6932
37.275	-1.1092	-0.7023	-0.71155	-1.29285	-0.6928
37.283	-1.1099	-0.7024	-0.7106	-1.2949	-0.6934
37.292	-1.1093	-0.7032	-0.71215	-1.2958	-0.6944
37.300	-1.1105	-0.7045	-0.71555	-1.29465	-0.69585
37.308	-1.1105	-0.70345	-0.7148	-1.29685	-0.6948
37.317	-1.11055	-0.7058	-0.71795	-1.29865	-0.6955
37.325	-1.1103	-0.70865	-0.71895	-1.297	-0.6951
37.333	-1.1113	-0.7084	-0.71945	-1.29805	-0.6941
37.342	-1.1115	-0.70845	-0.71855	-1.29935	-0.6969
37.350	-1.1124	-0.70945	-0.7203	-1.3002	-0.69615
37.358	-1.11445	-0.7125	-0.71915	-1.30085	-0.69725
37.367	-1.1153	-0.71275	-0.7185	-1.30205	-0.69725
37.375	-1.11335	-0.7129	-0.7184	-1.30005	-0.699
37.383	-1.1141	-0.71345	-0.71915	-1.30095	-0.69925
37.392	-1.11475	-0.7165	-0.71945	-1.3048	-0.6998
37.400	-1.1156	-0.7178	-0.71945	-1.30385	-0.6991
37.408	-1.1144	-0.71595	-0.72085	-1.30595	-0.701
37.417	-1.11555	-0.71875	-0.7216	-1.3052	-0.6995
37.425	-1.11435	-0.7196	-0.72115	-1.3067	-0.6993
37.433	-1.11455	-0.72035	-0.72225	-1.30675	-0.698
37.442	-1.11545	-0.7212	-0.72335	-1.3055	-0.70075
37.450	-1.1139	-0.72065	-0.7253	-1.3045	-0.70045
37.458	-1.11655	-0.7215	-0.7259	-1.30435	-0.70355
37.467	-1.1162	-0.7204	-0.72585	-1.30425	-0.7012
37.475	-1.1196	-0.71855	-0.72535	-1.3056	-0.70135
37.483	-1.1191	-0.72055	-0.728	-1.3056	-0.70335
37.492	-1.11925	-0.72335	-0.7285	-1.30625	-0.7008
37.500	-1.1183	-0.7249	-0.72835	-1.30685	-0.69955
37.508	-1.11395	-0.7242	-0.7266	-1.30895	-0.6994
37.517	-1.11695	-0.72535	-0.72675	-1.30855	-0.69985
37.525	-1.1162	-0.726	-0.7275	-1.3093	-0.70115
37.533	-1.1173	-0.7258	-0.7284	-1.3103	-0.69875
37.542	-1.11715	-0.72395	-0.72415	-1.3098	-0.701
37.550	-1.11715	-0.7237	-0.72525	-1.3094	-0.7029
37.558	-1.1186	-0.7228	-0.7278	-1.3126	-0.70135
37.567	-1.1181	-0.7231	-0.72885	-1.3117	-0.70425
37.575	-1.1177	-0.7244	-0.7298	-1.31075	-0.7015
37.583	-1.119	-0.7252	-0.72805	-1.31135	-0.70365
37.592	-1.11785	-0.72355	-0.72975	-1.3128	-0.7039
37.600	-1.11925	-0.7248	-0.7287	-1.314	-0.7043
37.608	-1.11975	-0.7247	-0.72725	-1.3145	-0.7051
37.617	-1.12045	-0.7265	-0.7257	-1.31245	-0.7053
37.625	-1.12045	-0.7268	-0.7271	-1.31375	-0.7053
37.633	-1.12095	-0.7277	-0.7266	-1.3118	-0.70535
37.642	-1.1208	-0.72945	-0.7273	-1.3142	-0.70665
37.650	-1.12075	-0.73	-0.7294	-1.31575	-0.7066
37.658	-1.122	-0.7291	-0.7294	-1.31565	-0.7086
37.667	-1.12295	-0.73015	-0.72975	-1.3155	-0.7077
37.675	-1.12235	-0.73065	-0.7289	-1.31735	-0.7072
37.683	-1.1213	-0.731	-0.7297	-1.31605	-0.7055
37.692	-1.1212	-0.731	-0.72855	-1.31585	-0.707
37.700	-1.1207	-0.73035	-0.7309	-1.31375	-0.7081
37.708	-1.1215	-0.732	-0.73055	-1.3155	-0.70905
37.717	-1.12425	-0.731	-0.731	-1.31395	-0.7087
37.725	-1.12465	-0.72905	-0.73065	-1.31445	-0.71015
37.733	-1.1248	-0.73115	-0.73105	-1.3148	-0.7097
37.742	-1.1248	-0.73175	-0.7315	-1.3158	-0.7094
37.750	-1.12345	-0.7341	-0.7293	-1.31625	-0.70845
37.758	-1.1241	-0.7347	-0.7331	-1.3171	-0.70795
37.767	-1.12355	-0.7346	-0.7331	-1.31545	-0.70765
37.775	-1.1228	-0.73505	-0.7315	-1.3164	-0.7062
37.783	-1.12265	-0.7348	-0.72975	-1.31775	-0.7091
37.792	-1.1229	-0.7327	-0.7319	-1.3173	-0.7085
37.800	-1.12555	-0.7309	-0.73175	-1.32185	-0.708
37.808	-1.125	-0.73085	-0.7331	-1.3219	-0.70945
37.817	-1.1237	-0.73055	-0.73515	-1.32205	-0.7079
37.825	-1.1254	-0.73175	-0.7364	-1.3226	-0.70835
37.833	-1.1251	-0.7308	-0.73525	-1.32375	-0.70875
37.842	-1.12505	-0.7323	-0.7358	-1.32445	-0.71025
37.850	-1.1259	-0.73145	-0.7363	-1.32315	-0.71055
37.858	-1.1267	-0.7297	-0.7342	-1.32265	-0.71025
37.867	-1.128	-0.7323	-0.73325	-1.32395	-0.7095
37.875	-1.12395	-0.7318	-0.73295	-1.3247	-0.7094
37.883	-1.12375	-0.73295	-0.7338	-1.3239	-0.71
37.892	-1.12555	-0.7354	-0.7338	-1.32305	-0.7109
37.900	-1.12825	-0.7343	-0.73585	-1.326	-0.71105
37.908	-1.1281	-0.73555	-0.7358	-1.32595	-0.7103
37.917	-1.12765	-0.735	-0.73485	-1.3267	-0.71205
37.925	-1.12815	-0.734	-0.73475	-1.32675	-0.71145
37.933	-1.1303	-0.73405	-0.73325	-1.32635	-0.7112
37.942	-1.1303	-0.7355	-0.73505	-1.32665	-0.7098
37.950	-1.1293	-0.73715	-0.73635	-1.32305	-0.711
37.958	-1.1273	-0.7357	-0.73615	-1.32515	-0.71325
37.967	-1.13275	-0.73555	-0.7373	-1.32535	-0.71525
37.975	-1.13305	-0.73655	-0.7388	-1.32455	-0.71495
37.983	-1.13255	-0.7356	-0.7379	-1.3262	-0.7159
37.992	-1.13375	-0.73595	-0.7379	-1.32525	-0.71575
38.000	-1.13375	-0.7388	-0.7417	-1.32725	-0.71375
38.008	-1.13535	-0.74035	-0.7404	-1.32575	-0.71395
38.017	-1.13305	-0.7394	-0.74135	-1.32735	-0.7143
38.025	-1.13235	-0.742	-0.7401	-1.3284	-0.71285
38.033	-1.13125	-0.7412	-0.7385	-1.32795	-0.7131
38.042	-1.13095	-0.7417	-0.739	-1.3299	-0.71285
38.050	-1.1314	-0.74	-0.73915	-1.33005	-0.7143
38.058	-1.1315	-0.7388	-0.73855	-1.33045	-0.71545
38.067	-1.13355	-0.7393	-0.7413	-1.33265	-0.7137
38.075	-1.13415	-0.73965	-0.74305	-1.33195	-0.7133
38.083	-1.1334	-0.73895	-0.7419	-1.33325	-0.71425
38.092	-1.1334	-0.7417	-0.7433	-1.33295	-0.71505
38.100	-1.1343	-0.74155	-0.7424	-1.3335	-0.71805
38.108	-1.1345	-0.74065	-0.7439	-1.3337	-0.71715
38.117	-1.13575	-0.74155	-0.74075	-1.334	-0.71885
38.125	-1.13545	-0.74155	-0.7416	-1.3341	-0.72045
38.133	-1.13585	-0.7426	-0.74165	-1.334	-0.71795
38.142	-1.1365	-0.7433	-0.7414	-1.3325	-0.71985
38.150	-1.13685	-0.7442	-0.74095	-1.33405	-0.71965
38.158	-1.1357	-0.7465	-0.74135	-1.33655	-0.7194
38.167	-1.1355	-0.74705	-0.7439	-1.33595	-0.71815
38.175	-1.1382	-0.74485	-0.7439	-1.33715	-0.7197
38.183	-1.1383	-0.7468	-0.7435	-1.33635	-0.71945
38.192	-1.13755	-0.7472	-0.742	-1.33725	-0.7194
38.200	-1.13785	-0.7468	-0.7447	-1.3352	-0.7169
38.208	-1.1375	-0.7466	-0.74565	-1.33535	-0.7191
38.217	-1.1372	-0.74665	-0.7447	-1.3351	-0.71955
38.225	-1.13945	-0.74695	-0.744	-1.3357	-0.7202
38.233	-1.14095	-0.7472	-0.7444	-1.33365	-0.7208
38.242	-1.1405	-0.74485	-0.74455	-1.3352	-0.7205
38.250	-1.1414	-0.74735	-0.74415	-1.3352	-0.72285
38.258	-1.14095	-0.7485	-0.7463	-1.33675	-0.7214
38.267	-1.14195	-0.749	-0.7465	-1.338	-0.7186
38.275	-1.14055	-0.75095	-0.74665	-1.33615	-0.72095
38.283	-1.13865	-0.7501	-0.74555	-1.3352	-0.719
38.292	-1.1391	-0.75075	-0.7459	-1.33715	-0.72
38.300	-1.1385	-0.7478	-0.7477	-1.3372	-0.7194
38.308	-1.13765	-0.74875	-0.74475	-1.33795	-0.71945
38.317	-1.13985	-0.74925	-0.74625	-1.3355	-0.721
38.325	-1.13875	-0.7479	-0.74735	-1.3368	-0.7201
38.333	-1.13885	-0.747	-0.74785	-1.33745	-0.72035
38.342	-1.1395	-0.74715	-0.74795	-1.33705	-0.721
38.350	-1.13895	-0.74795	-0.7505	-1.33795	-0.72095
38.358	-1.13915	-0.75015	-0.748	-1.337	-0.7228
38.367	-1.14045	-0.7483	-0.7469	-1.33735	-0.7202
38.375	-1.1416	-0.74815	-0.74595	-1.33965	-0.71925
38.383	-1.1432	-0.74805	-0.7463	-1.3387	-0.7222
38.392	-1.14185	-0.7484	-0.74495	-1.33905	-0.72265
38.400	-1.14245	-0.74955	-0.7446	-1.33645	-0.7219
38.408	-1.1423	-0.74865	-0.74495	-1.34015	-0.72285
38.417	-1.14385	-0.7468	-0.74575	-1.3407	-0.723
38.425	-1.1423	-0.75015	-0.7459	-1.34205	-0.7237
38.433	-1.14245	-0.75005	-0.74575	-1.3414	-0.72375
38.442	-1.14295	-0.75015	-0.7456	-1.34135	-0.72385
38.450	-1.1443	-0.748	-0.746	-1.3419	-0.7229
38.458	-1.14315	-0.7504	-0.74555	-1.3392	-0.7197
38.467	-1.14335	-0.7488	-0.74595	-1.33885	-0.7224
38.475	-1.14155	-0.7496	-0.74645	-1.33985	-0.72185
38.483	-1.14455	-0.7493	-0.7481	-1.3388	-0.7249
38.492	-1.14415	-0.7486	-0.74845	-1.3387	-0.7246
38.500	-1.14305	-0.74575	-0.74765	-1.33925	-0.7258
38.508	-1.145	-0.74815	-0.74865	-1.3393	-0.72365
38.517	-1.14405	-0.7488	-0.74925	-1.34	-0.72295
38.525	-1.1452	-0.7509	-0.7476	-1.3397	-0.7224
38.533	-1.14235	-0.74935	-0.7491	-1.3406	-0.72195
38.542	-1.14375	-0.7487	-0.7497	-1.3404	-0.72225
38.550	-1.14255	-0.74815	-0.74925	-1.3418	-0.72025
38.558	-1.1429	-0.74745	-0.74785	-1.34295	-0.7223
38.567	-1.1438	-0.74545	-0.7469	-1.34315	-0.7223
38.575	-1.1435	-0.74655	-0.7484	-1.3462	-0.7226
38.583	-1.14445	-0.74605	-0.7482	-1.34595	-0.722
38.592	-1.1444	-0.7451	-0.7487	-1.3441	-0.72175
38.600	-1.1446	-0.74755	-0.7489	-1.3435	-0.7212
38.608	-1.1441	-0.74465	-0.74875	-1.34405	-0.7233
38.617	-1.14455	-0.74575	-0.7495	-1.34485	-0.72485
38.625	-1.1452	-0.74645	-0.74625	-1.34575	-0.72475
38.633	-1.146	-0.7474	-0.747	-1.34535	-0.72555
38.642	-1.1472	-0.7466	-0.7459	-1.34395	-0.7255
38.650	-1.14555	-0.7479	-0.74525	-1.34435	-0.7245
38.658	-1.1459	-0.7471	-0.7464	-1.3433	-0.7244
38.667	-1.14645	-0.7483	-0.74685	-1.34305	-0.7261
38.675	-1.14785	-0.74905	-0.7489	-1.3471	-0.72675
38.683	-1.1473	-0.7503	-0.7478	-1.34565	-0.7248
38.692	-1.1473	-0.74955	-0.7472	-1.34605	-0.72445
38.700	-1.1468	-0.7498	-0.74775	-1.34565	-0.7242
38.708	-1.14725	-0.74935	-0.74715	-1.34695	-0.7252
38.717	-1.14755	-0.74935	-0.74985	-1.34465	-0.7242
38.725	-1.1436	-0.74845	-0.74935	-1.34305	-0.7274
38.733	-1.14645	-0.7492	-0.7503	-1.3452	-0.72745
38.742	-1.1484	-0.74805	-0.7514	-1.3444	-0.7279
38.750	-1.14825	-0.7482	-0.75065	-1.34505	-0.7285
38.758	-1.14865	-0.7493	-0.75005	-1.344	-0.72735
38.767	-1.14885	-0.74975	-0.7494	-1.3451	-0.7258
38.775	-1.14855	-0.7499	-0.75095	-1.3467	-0.72465
38.783	-1.1482	-0.75195	-0.75375	-1.34585	-0.72555
38.792	-1.14575	-0.7509	-0.7516	-1.3456	-0.72625
38.800	-1.14625	-0.7517	-0.751	-1.3466	-0.7261
38.808	-1.14565	-0.7518	-0.75045	-1.3451	-0.72515
38.817	-1.1446	-0.7504	-0.7487	-1.3462	-0.72555
38.825	-1.14575	-0.75155	-0.75055	-1.3473	-0.72695
38.833	-1.14435	-0.7504	-0.75235	-1.34515	-0.725
38.842	-1.14615	-0.74875	-0.75455	-1.34515	-0.725
38.850	-1.1471	-0.75005	-0.7537	-1.34555	-0.72685
38.858	-1.1464	-0.75125	-0.75485	-1.3455	-0.72555
38.867	-1.14705	-0.75	-0.75565	-1.3474	-0.72755
38.875	-1.1465	-0.75055	-0.75515	-1.34705	-0.7275
38.883	-1.14775	-0.7508	-0.7528	-1.34745	-0.7266
38.892	-1.14845	-0.75235	-0.7527	-1.3476	-0.7268
38.900	-1.1474	-0.75115	-0.75275	-1.3467	-0.7275
38.908	-1.14835	-0.75285	-0.752	-1.34605	-0.72625
38.917	-1.14855	-0.7524	-0.75125	-1.34725	-0.72625
38.925	-1.1484	-0.75355	-0.75375	-1.34935	-0.7281
38.933	-1.14735	-0.7544	-0.7534	-1.34865	-0.72685
38.942	-1.14625	-0.7542	-0.7561	-1.3498	-0.72715
38.950	-1.14895	-0.7532	-0.7537	-1.35055	-0.7264
38.958	-1.14875	-0.75275	-0.75495	-1.3487	-0.7266
38.967	-1.14825	-0.7538	-0.75435	-1.35115	-0.7271
38.975	-1.14695	-0.7562	-0.7553	-1.34735	-0.7294
38.983	-1.14605	-0.75765	-0.75795	-1.34815	-0.73065
38.992	-1.1483	-0.7562	-0.75825	-1.34725	-0.7309
39.000	-1.14875	-0.7547	-0.7574	-1.34845	-0.73035
39.008	-1.15015	-0.7553	-0.7578	-1.34795	-0.7313
39.017	-1.1487	-0.75395	-0.75815	-1.3498	-0.7315
39.025	-1.14975	-0.75785	-0.7587	-1.35055	-0.7291
39.033	-1.1494	-0.75695	-0.75885	-1.34865	-0.7273
39.042	-1.1475	-0.75955	-0.75735	-1.3497	-0.7296
39.050	-1.14745	-0.75925	-0.7587	-1.34945	-0.72795
39.058	-1.147	-0.75915	-0.75755	-1.3507	-0.72905
39.067	-1.14785	-0.75835	-0.75805	-1.3528	-0.7303
39.075	-1.14665	-0.75625	-0.7567	-1.35145	-0.73105
39.083	-1.1489	-0.7558	-0.75685	-1.35235	-0.7294
39.092	-1.14925	-0.7557	-0.75865	-1.35195	-0.73
39.100	-1.14935	-0.7558	-0.75985	-1.3537	-0.72995
39.108	-1.14865	-0.75605	-0.75985	-1.3545	-0.7308
39.117	-1.1483	-0.7572	-0.7594	-1.35365	-0.731
39.125	-1.1494	-0.75795	-0.76045	-1.3567	-0.73085
39.133	-1.14975	-0.7589	-0.7586	-1.3558	-0.73255
39.142	-1.1496	-0.75805	-0.75785	-1.357	-0.73345
39.150	-1.15275	-0.7576	-0.75845	-1.3567	-0.7333
39.158	-1.15525	-0.7579	-0.75735	-1.35635	-0.73325
39.167	-1.1553	-0.7578	-0.75765	-1.35335	-0.7336
39.175	-1.15345	-0.75975	-0.7585	-1.3553	-0.7341
39.183	-1.1542	-0.75805	-0.7593	-1.3584	-0.7333
39.192	-1.15525	-0.7566	-0.75945	-1.3581	-0.7326
39.200	-1.15585	-0.7583	-0.7584	-1.35705	-0.7333
39.208	-1.15415	-0.75805	-0.76025	-1.3575	-0.73355
39.217	-1.15395	-0.759	-0.76	-1.35875	-0.7337
39.225	-1.15385	-0.7597	-0.76045	-1.3577	-0.73045
39.233	-1.1541	-0.7599	-0.761	-1.35705	-0.73445
39.242	-1.15305	-0.75985	-0.76075	-1.3561	-0.7345
39.250	-1.1557	-0.7604	-0.76	-1.3568	-0.73505
39.258	-1.15725	-0.75865	-0.7614	-1.35655	-0.73545
39.267	-1.1566	-0.7583	-0.7603	-1.35785	-0.7357
39.275	-1.15795	-0.7603	-0.76065	-1.3582	-0.73665
39.283	-1.1566	-0.7603	-0.76285	-1.3569	-0.7352
39.292	-1.15845	-0.76205	-0.76045	-1.35885	-0.732
39.300	-1.15595	-0.7625	-0.76135	-1.35815	-0.7329
39.308	-1.1566	-0.76335	-0.7602	-1.3582	-0.7331
39.317	-1.15755	-0.76315	-0.76125	-1.3597	-0.73435
39.325	-1.1564	-0.75825	-0.76225	-1.36145	-0.73375
39.333	-1.15725	-0.76055	-0.7613	-1.3621	-0.7343
39.342	-1.1567	-0.7593	-0.761	-1.36175	-0.7348
39.350	-1.15785	-0.7572	-0.76265	-1.36105	-0.73535
39.358	-1.15955	-0.7588	-0.76235	-1.36235	-0.73465
39.367	-1.15875	-0.7596	-0.7627	-1.36375	-0.7353
39.375	-1.1594	-0.7601	-0.7625	-1.3629	-0.73725
39.383	-1.15955	-0.7586	-0.7631	-1.3628	-0.739
39.392	-1.161	-0.7586	-0.7593	-1.36375	-0.7359
39.400	-1.16265	-0.7602	-0.7599	-1.36465	-0.73715
39.408	-1.16325	-0.75665	-0.7614	-1.36465	-0.7381
39.417	-1.164	-0.75825	-0.76	-1.36215	-0.73865
39.425	-1.16535	-0.7602	-0.7605	-1.3614	-0.73845
39.433	-1.16645	-0.7574	-0.75975	-1.3639	-0.73825
39.442	-1.1659	-0.75745	-0.75835	-1.3653	-0.73945
39.450	-1.16545	-0.758	-0.76035	-1.3648	-0.73985
39.458	-1.16565	-0.7551	-0.75855	-1.3656	-0.73805
39.467	-1.16605	-0.7548	-0.7574	-1.36395	-0.7394
39.475	-1.1663	-0.7565	-0.75815	-1.3651	-0.73615
39.483	-1.1666	-0.7552	-0.75845	-1.3634	-0.73845
39.492	-1.16375	-0.7542	-0.7583	-1.36175	-0.7403
39.500	-1.1675	-0.75305	-0.7588	-1.3616	-0.74185
39.508	-1.1693	-0.7497	-0.7578	-1.36045	-0.7419
39.517	-1.16955	-0.7469	-0.75825	-1.36125	-0.74075
39.525	-1.1695	-0.746	-0.7584	-1.3588	-0.74215
39.533	-1.1691	-0.74595	-0.7567	-1.3619	-0.74145
39.542	-1.1719	-0.74625	-0.75415	-1.36095	-0.74065
39.550	-1.16995	-0.74405	-0.7541	-1.36005	-0.7399
39.558	-1.16855	-0.74085	-0.7528	-1.3602	-0.74
39.567	-1.16725	-0.7409	-0.753	-1.3579	-0.7398
39.575	-1.16705	-0.737	-0.75135	-1.3584	-0.7379
39.583	-1.16905	-0.73455	-0.74865	-1.35845	-0.7385
39.592	-1.16775	-0.7294	-0.7482	-1.3583	-0.7401
39.600	-1.17085	-0.7269	-0.7495	-1.35805	-0.7398
39.608	-1.17185	-0.7249	-0.7466	-1.35935	-0.74035
39.617	-1.1712	-0.72275	-0.74725	-1.3556	-0.7397
39.625	-1.1727	-0.72	-0.7441	-1.35515	-0.73955
39.633	-1.1728	-0.71565	-0.74555	-1.35495	-0.7393
39.642	-1.1743	-0.7147	-0.74255	-1.35475	-0.7399
39.650	-1.1749	-0.71175	-0.74105	-1.35405	-0.74305
39.658	-1.1737	-0.70845	-0.738	-1.3538	-0.7425
39.667	-1.1737	-0.7072	-0.7374	-1.35075	-0.7413
39.675	-1.1754	-0.70275	-0.73545	-1.34935	-0.7421
39.683	-1.17545	-0.7016	-0.73425	-1.34705	-0.74135
39.692	-1.17605	-0.69885	-0.73195	-1.34905	-0.74105
39.700	-1.17495	-0.6966	-0.7312	-1.34975	-0.74175
39.708	-1.1775	-0.69615	-0.7315	-1.3479	-0.7406
39.717	-1.17625	-0.69225	-0.73015	-1.3493	-0.74065
39.725	-1.1766	-0.6906	-0.72865	-1.34645	-0.7404
39.733	-1.1774	-0.6878	-0.7277	-1.3479	-0.7381
39.742	-1.1781	-0.6871	-0.72835	-1.34425	-0.73875
39.750	-1.17635	-0.6858	-0.72685	-1.34365	-0.74115
39.758	-1.17765	-0.68345	-0.72975	-1.34335	-0.74045
39.767	-1.1802	-0.68085	-0.7307	-1.34275	-0.741
39.775	-1.1802	-0.67745	-0.72985	-1.3412	-0.741
39.783	-1.1798	-0.67845	-0.7275	-1.34195	-0.7402
39.792	-1.18195	-0.6793	-0.72755	-1.34195	-0.73785
39.800	-1.1821	-0.681	-0.7276	-1.3424	-0.73845
39.808	-1.18065	-0.6782	-0.7276	-1.34245	-0.73745
39.817	-1.1799	-0.67915	-0.7284	-1.3411	-0.7365
39.825	-1.18005	-0.67895	-0.72665	-1.3434	-0.73725
39.833	-1.17935	-0.67655	-0.72635	-1.34325	-0.7373
39.842	-1.179	-0.6761	-0.72625	-1.34345	-0.7401
39.850	-1.18035	-0.6753	-0.7256	-1.3451	-0.73935
39.858	-1.1809	-0.67605	-0.73055	-1.3429	-0.73935
39.867	-1.18055	-0.67745	-0.73105	-1.34485	-0.73825
39.875	-1.18135	-0.6797	-0.7317	-1.3451	-0.7393
39.883	-1.18105	-0.6812	-0.73275	-1.3469	-0.7409
39.892	-1.18115	-0.68215	-0.7332	-1.3479	-0.74205
39.900	-1.1829	-0.6841	-0.7358	-1.34815	-0.7428
39.908	-1.1841	-0.6875	-0.734	-1.34945	-0.7424
39.917	-1.1856	-0.6874	-0.73565	-1.3512	-0.74055
39.925	-1.1861	-0.6907	-0.73565	-1.3518	-0.74285
39.933	-1.1861	-0.69375	-0.736	-1.3487	-0.7428
39.942	-1.18715	-0.6973	-0.73865	-1.35135	-0.7425
39.950	-1.186	-0.7024	-0.7408	-1.35675	-0.74565
39.958	-1.18705	-0.70445	-0.74195	-1.3554	-0.74445
39.967	-1.18815	-0.7075	-0.7421	-1.35835	-0.7436
39.975	-1.18795	-0.71075	-0.7433	-1.35805	-0.74475
39.983	-1.1881	-0.71225	-0.74665	-1.36075	-0.74435
39.992	-1.1874	-0.716	-0.7465	-1.36055	-0.74415
40.000	-1.1862	-0.71915	-0.75055	-1.36135	-0.747
40.008	-1.1872	-0.72015	-0.7522	-1.36115	-0.74925
40.017	-1.18865	-0.7219	-0.75385	-1.36215	-0.74785
40.025	-1.19025	-0.7252	-0.75685	-1.36415	-0.75005
40.033	-1.1902	-0.7269	-0.75685	-1.36535	-0.74955
40.042	-1.1907	-0.7302	-0.75905	-1.3657	-0.75135
40.050	-1.19085	-0.7361	-0.7599	-1.3698	-0.7493
40.058	-1.19095	-0.738	-0.76155	-1.3695	-0.74935
40.067	-1.18935	-0.74285	-0.76195	-1.3705	-0.74965
40.075	-1.18915	-0.74355	-0.76405	-1.3719	-0.74975
40.083	-1.1883	-0.7457	-0.7651	-1.37345	-0.75225
40.092	-1.18795	-0.74585	-0.7661	-1.3748	-0.7528
40.100	-1.1871	-0.7492	-0.7643	-1.37665	-0.7534
40.108	-1.18815	-0.7514	-0.7666	-1.3777	-0.75245
40.117	-1.1901	-0.75275	-0.7694	-1.37955	-0.7514
40.125	-1.1888	-0.7551	-0.7711	-1.38065	-0.75445
40.133	-1.1902	-0.75655	-0.77165	-1.3811	-0.754
40.142	-1.1893	-0.7584	-0.77285	-1.3821	-0.7546
40.150	-1.19025	-0.7614	-0.77435	-1.38335	-0.75575
40.158	-1.19135	-0.7622	-0.77355	-1.38295	-0.7573
40.167	-1.1911	-0.7634	-0.7739	-1.38505	-0.7574
40.175	-1.19455	-0.76625	-0.7747	-1.3847	-0.75705
40.183	-1.19745	-0.76765	-0.7747	-1.3862	-0.75955
40.192	-1.19535	-0.7705	-0.77455	-1.3849	-0.75865
40.200	-1.1939	-0.7722	-0.77595	-1.3881	-0.7597
40.208	-1.1951	-0.7729	-0.77795	-1.38925	-0.75715
40.217	-1.19695	-0.77595	-0.7777	-1.38965	-0.75845
40.225	-1.19695	-0.7784	-0.7774	-1.39095	-0.7583
40.233	-1.19465	-0.7791	-0.7781	-1.39215	-0.7593
40.242	-1.1934	-0.77835	-0.7792	-1.39245	-0.75745
40.250	-1.1941	-0.78005	-0.78065	-1.39135	-0.75765
40.258	-1.193	-0.7798	-0.7808	-1.3898	-0.7601
40.267	-1.1928	-0.78145	-0.782	-1.3904	-0.7609
40.275	-1.1942	-0.7814	-0.781	-1.3906	-0.76195
40.283	-1.1962	-0.78125	-0.78285	-1.39035	-0.76125
40.292	-1.19615	-0.78105	-0.78305	-1.39105	-0.76125
40.300	-1.1977	-0.78545	-0.7829	-1.3929	-0.7617
40.308	-1.1972	-0.7854	-0.78295	-1.3938	-0.75925
40.317	-1.19625	-0.78405	-0.78395	-1.3952	-0.75955
40.325	-1.19525	-0.78515	-0.7822	-1.39355	-0.7584
40.333	-1.1942	-0.7861	-0.78315	-1.39515	-0.7586
40.342	-1.19605	-0.7866	-0.7839	-1.39525	-0.7587
40.350	-1.19515	-0.7848	-0.784	-1.3966	-0.75885
40.358	-1.19615	-0.78505	-0.7819	-1.39725	-0.76095
40.367	-1.19825	-0.7845	-0.7854	-1.39765	-0.75955
40.375	-1.19645	-0.7848	-0.78595	-1.39835	-0.7598
40.383	-1.1991	-0.78415	-0.78715	-1.3979	-0.76
40.392	-1.1968	-0.78545	-0.7875	-1.39975	-0.7606
40.400	-1.19645	-0.78555	-0.78775	-1.39955	-0.7626
40.408	-1.1965	-0.7856	-0.7889	-1.39865	-0.763
40.417	-1.1989	-0.7871	-0.78735	-1.40005	-0.761
40.425	-1.2003	-0.785	-0.78445	-1.40005	-0.76225
40.433	-1.20005	-0.78815	-0.785	-1.3986	-0.7621
40.442	-1.2011	-0.78885	-0.7842	-1.3991	-0.7619
40.450	-1.2024	-0.78765	-0.7857	-1.39875	-0.76115
40.458	-1.20195	-0.78845	-0.7872	-1.40195	-0.76155
40.467	-1.2021	-0.7893	-0.78605	-1.40215	-0.76275
40.475	-1.202	-0.78955	-0.78735	-1.40255	-0.7635
40.483	-1.20215	-0.78935	-0.78815	-1.40285	-0.7637
40.492	-1.20225	-0.7902	-0.78745	-1.403	-0.7625
40.500	-1.20395	-0.7898	-0.7887	-1.40215	-0.7631
40.508	-1.20285	-0.79065	-0.7885	-1.4008	-0.76355
40.517	-1.1995	-0.79065	-0.7902	-1.4014	-0.7652
40.525	-1.20345	-0.7922	-0.78995	-1.40075	-0.76645
40.533	-1.20395	-0.7933	-0.79115	-1.40065	-0.7656
40.542	-1.20425	-0.7897	-0.7909	-1.40125	-0.7669
40.550	-1.2045	-0.79235	-0.79145	-1.402	-0.7663
40.558	-1.20505	-0.79365	-0.7902	-1.40245	-0.76735
40.567	-1.20525	-0.79535	-0.79135	-1.4037	-0.7653
40.575	-1.20445	-0.79625	-0.7918	-1.4036	-0.7642
40.583	-1.2032	-0.79525	-0.7949	-1.4042	-0.7651
40.592	-1.20345	-0.79575	-0.7928	-1.40275	-0.7656
40.600	-1.20275	-0.79585	-0.7913	-1.405	-0.7649
40.608	-1.20415	-0.7939	-0.78975	-1.40555	-0.76625
40.617	-1.2034	-0.7944	-0.7922	-1.40775	-0.7663
40.625	-1.20395	-0.79305	-0.79165	-1.4072	-0.7672
